name
Candid tv suspension 60ml
Beclomin ointment 15gms
Momate cream 15g
Momate ointment 15g
Intamine cream 25g
Silver sulphadiazine tube
Dermazine cream 50mg
Betason cream * 15g
Betason oint*15g
Candid b cream 30gm
Candid b cream*15gm
Candid cream 20gm
Pernex ac 5% gel 20gm
Ketoconazole cream 20g
Elycort cream 15gm
Hydrocortisone elycort oint 15gm
Terbisil cream 15g
Diprosalic ointment 30gm
Diprosalic cream 30gm
Elcom ointment
Xtraderm cream20 gm
Zupricin b oint 15gm
Zupricin ointment
Klenzit c gel 15gms
Glucose 10g satchet 1s
Hydrogen peroxide 20vl 200mls
Latex gloves medium powdered
Latex gloves powder free medium 100s
Surgical spirit * 100ml
Betadine antiseptic sol * 125ml
Crepe bandages 3
Crepe bandages 6
Elastoplast 100*s
Primapore 20cm*10cm 20s
Cotton wool 200gm(velvex)
Cotton wool 400grm
Cotton wool 100g (velvex)
Cetrimide 3% chlorhexidine 03%w/v 250ml
Antiseptic solution 100ml
Calamine lotion
Cotton balls 20s
Opsite spray
Biogras 10cm *40cm 10s
Treviamet 50/500mg 35s
Glucomet 500mg tablets (56s pack)
Amaryl m 2mg/500mg tablets 30s
Empiget tablets 10mg 14s
Empiget-m 12.5/1000mg 14s tablets
Empiget 25mg 14s
Glucophage xr tablets 1g 60s
Treviamet tablets 50+1000mg*35s
Galvusmet 50/1000mg tablets 30s
Hydralazine 25mg 100s
Avas 20mg 30s
Amlodipine 10mg tablets 30s
Concor 5mg tablets*30s
Amlosun 10mg tablets 30s
Nebilong am 30s
Avastatin 20mg tablets 28s (cosmos)
Amlozaar 30s
Aerius* desloratadine 5mg
L montus tablets(adult) 10s
L montus kids tablets 10s
Destrex 5mg Tablets 10s
Clarinase 5/120mg repetablets 14s
Prednisolone 5mg (cosmos) tablets 100
Clarityne tablets 10s
Clarityne sp 100ml
Xyzal tablets 10mg 30s
Zyrtec tablets 10mg 30s
Dynacort 6mg
Dynacort 12mg
Dynacort 18mg
Dazit 5mg
Celabet tablets 30s
Montiget tablets 5mg 14s
Montiget tablets 10mg* 14s
Montiget granules 14s
Montallerg tablets 20*s
Folic acid 5mg tablets 28s
Pregnacare original tablets 30s
Pregnacare conception tablets 30s
Pregnacare plus tablets 56s
Pregnacare breastfeeding 84s
Nan 0 - 6 Months 400g
Nan 6 - 12 Months 400g
Nan 12+ Months 400g
Bonnisan liquid 120ml
Wellbaby vitamin d drops 30ml
Biogaia protectis drops + vit d3
Biogaia protectis drop gut comfort 5ml
Bepanthen oint 30g
Sudo cream 125gm
Zinc & castor 500g
Bennets baby bar soap 100gm
Bennetts baby bum cream 150gm
Bennetts nipple cream 50ml
Huggies diapers size 4 (8-14kgs) 8s
Pampers diapers 2
Nivea roll on for men 50ml
Yasmin tablets 30mcg *21
Kly jelly lube
Femiplan pills 28s
Talgentis 5mg 30s
Kotex pads duo super 16s
Kotex tampons normal 16s
Kotex tampons super 16s
Kotex tampons mini 16s
Kotex panty liners 20s
Always ultra thin pads long 7s
Always ultra sanitary pads long 16s
Always maxi thick extra long 7s
Always panty liners normal 20s
Trust Classic Condoms 3*s
Trust Condoms Studded 3s
Trust Condoms Ribbed 3*s
Durex fetherlite ultra 3s
Allergo comod 2% eye drops 10ml
Probeta-n eye/ear/nose drops 7.5ml
Tears naturale
Gentamicin eye drops 10ml
Maxitrol eye drop 5ml
Tetracycline 1% eye ointment
Otorex ear drops 10ml
Softdrops 10ml
Ceprolen -d eye/ear drops
Ceprolen eye/ear drops 5ml
Optive eye drops 10ml
Aurosol eye drop 0.7% 10ml(hypromellose)
Digital thermometer
On call plus stips 50s
Erovita blood lancets 100s
Infrared thermometer
Pulse oximeter
Pregnancy test kits
Hiv test kit
Ventolin evohaler 200 dose
Foralin 400 mcg Inhaler 120 doses
Foralin inhaler 100mcg 120doses
Foralin inhaler 200mcg 120doses
Formonide 200mg inhaler 120d0ses
Aerovent inhaler
Betadine gargle m/wash 125ml
Andolex c oral rinse mouthwash 200ml
Andolex-c spray 30ml
Remidin mouthwash 100ml
Hc dine mouthwash 100ml
Peardine mouthwash 100ml
Colgate toothbrush double action
Betadine gragle &mouthwash *250ml
Bonjela oral pain relieving adult 15gm
Sensodyne rapid action 75ml
Touch and go solution
Dentinox teething gel
Dentogel adult gel 10g
Listerine® Total Care Mouthwash 250ml
Listerine cool mint 250ml
BLISTEX INTENSIVE MOISTURISER 5g (SPF 10)
Ashton powder
Allucid syrup 100ml
Esofag 40mg tablets 30*s
Flatameal -ds suspensionension*200ml
Flatameal ds tablets 200s
Gaviscon double action 150ml
Omeprazole 20mg 100*s (omepraglob)
Relcer gel 100ml
Acnesol (tretinoin) cream 25mg
Donecept tablets 5mg 30s
Amoxicillin/ clavulanic 625mg (acinet) 10s
C-clav 200/125mg tablets 10"s
Acinet 1000mg tablets 10s
Acinet 457mg/5ml suspension 100ml
Amoxicillin (unimox) 500mg 100*s
Amoxicillin 500mg 100s (caremox)
Ampiclo-dawa 500mg tablets 100s
Clarithromycin 500mg 10*s 9clariz)
Cosatrim ds tablets 10* 10
Diracip m ds tablets 15s
Grabacin powder 10gm
Levofloxacin 750mg tablets 10s
Moxacil ds syrup 125mg/5ml 100ml
Gripe water 100ml
Amitriptyline
Glucomet 1000 xr 30*s
Glucophage 1000mg *60s
Glucophage 850mg * 60s
Glucophage tablets 500mg 90s
Loperamide tablets 6*s (coramide)
Emitino (ondansetron) 4mg tablets 10* s
Emitino tablets 8mg 10*s
Metoclopromide 10mg (metcos)
Fluconazole 150mg 1*s (flutrox)
Nystatin oral drops 30ml (nystal)
Daflon 500mg 30 tablets
Cetrizine 10mg 100 satchets
Piricet Syrup 60ml
Glemont l tablets 7s
Levolukast 30s
Piriclor syrup 60ml
Promethazine 25mg 100*s
Promethazine 60ml (histagan)
Stugeron tablets 25mg*50
Amlozaar h
Ascard tablets 75mg *30 new pack
Atorid 20mg
Aztor (atorvastatin) 10mg tablets 50*s
Aztor (atorvastatin) 20mg tablets 50s
Diuride 10mg 20s
Epnone 25mg 30s
Hydrochlorothiazide tablets 25mg 100*s
Hydrochlorothiazide tablets 50mg 100s
Natrilix sr 1.5mg tablets *30s
Nebilong am tablets 3*10*s
Nifelat r 20mg 100*s
Ontel 80 trio 30s tablets
Rovista 5mg 30s
Lasix 40mg Tablets 30s
Rovas tablets 10mg 30s
Abz syrup 400mg/10ml
Zentel suspensionension 20ml
Cyclovir 400mg (aciclovir)tablets 30s
Cypro B plus Syrup 200ml
Allopurinoltablets 300mg 30s (aleze)
Omaeraplast zinc oxide adhesive tape
Cartimove-d Tablets 10s
Cartimove tablets 30s
Microgynon 30 tablets 21
Microgynon-fe sct 28*s
Postinor 0.75Mg Tablets
Steron tablets 5mg * 10* 10
Benylin dry cough 100ml
Abnal saline drops 10ml
Coldcap original tabletsules 12s
Flugone tablets 10s
Otrivin adult drops 0.10% * 10ml
Orasol (o.r.s) 500ml 10.5 gm 50s
Apdrop eye drops 5ml
Ciprocent opthalmic ointment
Crepe bandage 4
Elastoplast 100*s (sureplast)
Dulcolax tablets 5mg * 30
Lactulac solution *200ml
Lactulac solution 100ml
Strepsils honey & lemon 50*2s
Bispanol elixir 60ml c/p new price
Buscopan 10mg Tablets 50s
Cyclopam p tablets 20*s
Hyoscine butylbromide 10mg 100*s (c)
Pronerve nt tablets 10s
Cerelife (cerebroprotein hydrolysate tablets)
Brufen sp 100mg/5ml * 100ml
Brustan suspensionension 100ml
Brustan tablets 10 new price
Celcoxx tablets 200mg 50*s
Diclofenac gel 20g (rufenac)
Diclomol-sr tablets 100mg 10*10
Ecoxx 120mg (etoricoxib) tablets 30*s
Meftal forte 20s
Melcam 15mg tablets 50*s
Meloxicam 7.5mg 100*s (melcam)
Piroxicam 20mg 100*s (caroxicam)
Ponstan forte 500mg tablets  50s
Scotts emulsion orange 100ml
Betapyn tablets 18*s- dda
Domadol 50mg tablets 10s
Calpol infant suspensionension 100ml
Cetamol Syrup 60ml 
Cetamol sp 100ml c/p new price
Panadol baby & infant 100ml
Panadol children 100ml 5-12 yrs
Panadol extra tablets 100
Paracetamol 500mg 100s (curamol)
Novogermina vials 10s
Disposable face mask
Dawasolone oral sol 60ml (predn)
Hydrocortisone cream 15gm (olco)
Prednicure forte 15/5ml 50ml
Predsol forte syrup 60ml
Prednisone tablets bp (cosmos) 100*s
Adol supp.125mg*10
Levothyroxine (euthyrox) 100mcg 30*s
Euthyrox 50 mcg Tablets 30s
Etoflam gel 50g
Deep freeze cold spray 150ml
Fastum gel 50mg
Cital syrup 100ml
Gynovast kit 4*s
Kotex ultra sanitary pads 8s long
Aziflam 500mg tablets 3s
Compression stocking mid thigh large
Compression stocking mid thigh xl
Compression stocking below knee medium size
Compression stocking below knee large
Compression stocking below knee xl
Bonjela teething gel (child) 15g
Valus sp tablets 10s
Cotton wool balls 100g 
Vitamin d3 60,000 iu
Finosin tablets*30s
Abidec drops 25ml
Abz 400mg 1s
Accu check instant strips 50Å›
Alzolam 0.25mg 100s
Alzolam 0.5mg tablets 100s
Fastum gel 100mg
Acetylcysteine 600mg effervescent tablets 30s
Tetracycline skin oint 15g
Azithromycin (tcin) 500mg tablets 3Å›
Tricohist expectorant 100ml
Enterobasila 5ml 10Å›
Jointfix tablets 60s
Fluconazole 150mg tablets 10Å›
Flucloxacillin (kloxy) syrup 100ml
Twynsta 40/10mg
Surekit hiv 1+2 antibody rapid test kit 1s
Skilax drops  15ml
Mentho plus balm 9ml
Arbitel am
Levofloxacin 500mg 
Amlosun 10mg tablets 30s
Atenolol 50mg tablets 28s
Atacand 16mg tablets 28s
Ankle  brace spl size xl
Ankle brace medium size
Alcomet 500mg tablets 30s
Aldomet 250mg tablets 30s
Avastatin 10mg  tablets 28s
Atenolol 25mg tablets 28s
Aprezo 30mg tablets 28s
Atenolol 50mg (lonet 50)
Allugel suspensionension 100ml
Advantec 16mg/12.5mg tablets 28s
Aqueous cream 500gm
Aclosara sp tablets 10s
Amax 5mg 
Logout Allopurinol  300mg Tablets
Aerius 0.5mg/ml 150ml
Action analgesic tablets 100s
Izz-three suspension 30ml
Apixaget 5mg Tablets 30s
Tanzol 400mg 1s
Apixa q 5mg 30s
Aprovasc 300/10mg tablets 28s
Azidawa 200mg/5ml syrup 15ml
Spotclav 625mg tablets 10s
Actifizz vitamin c + zinc 20s
Alerfree tablets 10s
Acp mr 100/325/500 tablets 10s
Aldomet 500mg tablets 30s
Amoxicillin dispersible 250mg  tablets 100s
Asomex 2.5mg Tablets 30s 
Apdrop DX eye drops
Anusol oint 25g
Anusol Suppositories 12s
Angilock Plus 50/12.5mg tablets 30s
AVASTATIN 40MG 30S
Alcohol Prep Pad 100s
Zyrtal MR 20s
MAGNOMINT TABLETS 
Aldactone 25mg tablets 100s
AZATHIOPRINE 50mg tablets 60s
ALTACEF 500mg Tablets 10s
BESDIZ 16MG tablets 30s
BETASERC  8MGtablets 100s
BENYLIN ORIGINAL 100ML
BACTIGRASS 10CM*10CM 10S
BEECHAMS COLD & FLU HOT LEMON & HONEY SACHETS
BENYLIN WITH CODEINE 100ML
Budecort inhaler 200mcg
Bisoprolol tablets 2.5mg 28s
Atstat 20mg tablets 30*s
BD INSULIN SYRINGES 0.5MLS NEEDLES 30G 100S
BD Microfine 1ml insulin syringes 
BIPRETERAX 10MG/2.5MG tablets 30S
BIPRETERAX 5MG/1.25MG tablets 30S
Brozelin Expectorant Syrup 100mls
CADISTIN EXPECTORANT, 100mls SYRUP
CALPOL INFANT suspension 60ML
Cabalin 25mg tablets 30s
CABERGOLINE 0.5MG tablets 4S
CACHNERVE tablets 30S
CALCIGARD 20MG
CANDID POWDER 30G
Candid V 3  vaginal pessaries
Candid V1 500mg vaginal pessaries
Candid V6 100mg vaginal pessaries
CARBIMAZOLE (EN-THYRO) 5MG tablets 100S
Carbimazole 5mg tablets 100s
CARCA 3.125MG tablets 30S
CARCA 6.25MG tablets 30S
CARDACE 10MG tablets 28S
Karvol Decongestant tablets *10
SINAREST VAPOtablets 10s
Cerave oil control moisturising gel
Cerave Daily Moisturising Lotion 236ml
Activated CHARCOAL Tablets 100s
BACLOFEN 10MG (BALCON) 100S
Bronchowin 400mg tablets 30s
CARDACE 5MG TAB S 28s
CARDINOL 25MG
CARDINOL 50MG
CARDITAN 50MG tablets  28s
Carditan H tablets 50/12.5
CARVEDI-DENK 25mg TABlets 30s
CAUSTIC PENCIL BLUE 95%
THEOFIX 200MG tablets 10s
THEOFIX 400MG tablets 10s
Cefuronet 125mg/ml 60ml
Cefuroxime DS 250mg/5ml suspension 60MLs
Cefuroxime 250mg tablets 10s
Cerecare plus tablets 10s
CETAMOL 500MG tablets 100s
Piricet syrup 60ml 
Cilnitel 10/40mg tablets 30s
CILNITEL CT 10/40/12.5MG
CILNITEL CT 10/80/12.5MG tablets 30,S
CILNITEL 5mg/80mg CT Tablets 30s
CIPLADON 500MG 16s
CIPRALEX 10mg Tablets 28s
Memcolin 500mg  tablets 10s
CLINDAMYCIN 300MG tablets 10S
CLOMID 50mg Tablets 10s
CLOTRINE B CREAM 15GM
CLOTRINE PESS 200MG 3s
CLOZOLE B CREAM.
Coempaken 5/500mg 28s
COLDCAP tablets 96s
CO-MICARDIS 40/12.5MG 28s
CONCERTA 18MG ER TABLETS 30s
CONCOR 10MG TABlets 30s
CONTRACTUBEX GEL 20GM
Contempo  Condoms Wet N Wild
Contempo Condoms Bare back 3s
COBILD tablets 20S
Cosamide 100mg tablets 10s
COSGREL 75mg Tablets 28s
COVERAM  10MG/5MG Tablets 30s
COVERAM 10/10MG tablets 30s
COVERAM 5MG/10MG Tablets 30s
COVERAM 5MG/5MG tablets 30s
COVERSYL 10MG tablets 30s
COVERSYL 5MG tablets 30s
COX B 100MG
COX B 200MG tablets 50s
COZEPAM tablets
Crepe Bandage 2 
Crestor 10mg tablets 28s
CRESTOR 5MG
CYPON SYRUP 100ML
DAFLON 1000MG tablets 30s
DAPAFLO 10MG tablets 30s
DAPAFLO 5mg tablets 30s
DAPAFLO M 5/500MG 
DAPAFLOM 5/1000MG 30s
DAPAMET XR 5/500MG tablets 30s
DAPAPRIDE 10MG Tablets 60s
DAPEFY SM 10/100/1000MG
Deep Heat rub 35g
DEPREX 10mg Tablets 100s
Destrex Oral Solution 60ml 
DEXAMETHASONE 4mg Tablets 100s
DIAMICRON MR 30MG 30s
DIAMICRON MR 60mg tablets 30s
DICLOSARA MR 325/50/250MG 10s
DILTIGESIC GEL 2% 30GM
Diuride 20mg tablets  20s
DOLOACT MR Tablets 100s
ZYLEXX SR 150mg Tablets 20s 
ZULU tablets 100/500MG 10s
Zosert 50mg Tablets 30s
Zithromax suspension 200mg/5mls 30ml
ZINNAT 250/5ML 50ML
ZINCAT OD SYRUP 60ML
Zinc sulphate 20mg 100*s (zincos)
ZINC OXIDE PLASTER 3 1s
ZESTRIL  20MG
Zerodol tablets 100mg 30s
Zentel 400mg  1s
Zefcolin syrup 100ml
Zecuf Herbal cough Lozenges (Orange) 20s
Zecuf Herbal cough Lozenges  (Raspberry) 20s
Zecuf Herbal cough Lozenges (Strawberry) 20s
YESCORT 30mg Tablets 30s
Yescort 18mg Tablets 30s
Yamoo drops 15ml
XYZAL SYRUP 0.5MG/ML 75ML
Wound Dressing bandage size  8 Medium
Wound Dressing bandage size 7 Small
Wound Dressing  Bandage Large
VONAPRO 10MG tablets 14S
VOLTAREN EMUGEL 1% 50GM.
Vivafen 400mg tablets 100*s
VITAMIN C 1000mg + ZINC tablets 20s
VITAMADOL 50MG tablets 30s
Vitacap tabletsules 50s
VILDARIL M 50/100MG 30s
Vidol tablets 12.5mg 28s
VENTLAB XL 75MG tablets 30s
VDM KIT 4s
VARINIL 5MG
VARINIL 10MG tablets 112s
URISOL SACHETS 10s
UPERIO 50mg Tablets 28s
UPERIO 100MG tablets 28s
UPACOF DRY SYRUP 100ML
Univir cream 10gm
GALVUS MET 50/500mg 30s
UNIGAN tablets 500/10MG 100s
Unicontin 400mg 100s 
UNIBROM 0.09% EYE DRPS 5ML
ULGICID suspensionENSION 200ML (CHERRY)
ULGICID  suspensionENSION 200ml (Pineapple)
TWYNSTA 80/10MG
TWYNSTA 80/5MG tablets 28s
Tritace tablets 5mg 28s
TRIPLIXAM 10/2.5/10MG tablets 30s
TRIPLIXAM 10/2.5/5MG
TRIPLIXAM 5/1.25/10MG tablets 30s
TRIPLIXAM 5/1.25/5MG tablets 30s
TRIOKIT tablets 4s
TRIMETABOL SYRUP 150ML
TRICOHIST EXPECTORANT 100ML
TREVIA tablets 50MG  35s
Tres Orix Forte syrup 250ml
TRAZODONE 50MG tablets 84s
Triangular Bandage.
MINOXIDIL 5% 60ML 
Exforge HCT 10/160mg
Fexet 180mg Tablets 20s
Fexet 120mg Tablets 20s 
MAGNESIUM GLYCINATE 22% tabletsules 60s
Tacroz Forte 0.1% ointment 10g
Zecuf Herbal Cough Lozenges 20s
ULGICID suspensionENSION MINT 200ML 
MONTEBASTO Tablets 10s
TOFEN 1MG Tablets 30s
Omega-H3 tabletsules 30s
Durex Play Cherry 50ml
Astat 20mg Tablets 30s
Lonart 20mg/120mg Tablets 24s
Metox tablets 2.5mg 30s
Aldomet 250mg tablets 30s
Tranexamic acid  500mg tablets 20s
Durex Performa Condom 3s
Predsol syrup 50mls
Apixa Q 2.5mg Tablets 30s
Dynacort 6mg tablets 30s
Malaria Test Kit
Propranolol 40mg Tablets 100s
OMRON M1 BASIC BLOOD PRESSURE MACHINE.
Medopress 250mg Tablets 100s
ON CALL PLUS GLUCOSE MONITOR
Quitipin 200mg Tablets 30s
SENSODYNE REPAIR & PROTECT  75ML
Pantocid 40mg Tablets 50s
Hand Sanitizer 500ml
AVODONE MOUTH WASH 200ML
Surgical Spirit 70% 5L
BIOGAIA PROTECTIS tablets LEMON 10s
IROVEL H Tablets 30s
BISPANOL 10MG Tablets 100s
DON A 10mg Tablets 100s
INFACOL 40MG/ML DROPS 55ML
Ginsomin tablets 30s
GLYCERINE 1G SUPPOSITORIES INFANT  12s
GAVISCON INFANT SACHET 30s
Colgate Maximum Cavity Protection 70g
Emami Mentho Plus Balm
Fungiter Terbinafine Cream 
KEPPRA tablets 500mg 50s
Monteru ADULT 10/10mg tablets 10s
Lamitor 100mg Tablets 60s
Ryaltris 600/25mcg Nasal spray 120MD
Elocom 15 g
Hemsamic 500mg tabletsules 20s
INFA-V PESSARIES TABLETS 8s
Trexglo 2.5mg Tablets 30s
Ketosteril Tablets 100s
DUPLAZIN SYRUP 100ML 
Flusort 50 mcg Nasal Spray 
AEROCORT INHALER 200 MDZ
Prostaflo-F tabletsules 30s
BENNETTS SALINE NOSE SPRAY 30ML
Pantocid 20mg Tablets 50s
Lysodol P Tablets 30s
Unitrexate 2.5mg Tablets 100s 
Dapiga 10mg/1000mg Tablets 30s
Cypro-B Plus tablets 30s.
Lydia Contraceptive Injection
Teltas 80mg tablets 30s
Glucose powder 10g satchets.
DUPHASTON 10MG tablets 20S.
OILATUM CREAM TUBE 150GM.
Aerius Syrup 0.5MG/ML 60ML.
OTRIVIN PAED DROPS 0.05% 10ML
Ebastine Syrup 60ml
EROSTIN 20MG( EBASTINE) tablets 10S
Irnazine 5mg tablets 10s
FLUCONAZOLE 200MG(CANDIZOLE) tablets
Phloro-G 80mg tablets 10s
POLYGYNAX PESSARIES 6S
EMGLYZA 10mg 30s 
PRED FORTE EYE DROP 5ML.
Thyroxine (Euthyrox) 25mcg Tablets 30s
NEUROCARE tabletsules 30s
Sterile Bandage 4"(W,O,W)
BUDECORT INHALER 100mcg  200D
Pulmocef 250mg Tablets 10s
LORATIN FAST tablets 10MG 100S
KOFED ADULT COUGH SYRUP 100ML
Safecal Tablets 30s 
LIPECOS 10mg TABlets 28S
Pepsol tabletsules 30s
UNIVIR 800MG tablets 10S
ENZOFLAM TABLETS 10S
LABETALOL 100MG tablets 100S
GRISEOFULVIN 125MG 100S(GRISEBEN)
EPANUTIN tablets 100MG 84S
TWYNSTA 40/10MG TABLETS 28s
NEUROCARE PLUS tablets 30S
OATVEEN MOISTURIZING BAR 100G
TOBRADEX EYE DROPS 5ML
LEXOTANIL 1.5MG BROMAZEPAM tablets
K95 FACE MASKS
TAGERA FORTE tablets 1G 2S
OMEGA 3 1000mg 30S
AMLODAWA 5MG tablets 30S
FLAMOX SYRUP 250MG/5ML 100ML
Plavix 75mg 28s
LYRICA 75MG tablets 28S
POVIDONE IODINE 10% 1L
RAZID M 20/15MG tablets 20S
FEBO -G 40MG 20S
LIPITOR 40MG tablets 30S
NATRIXAM 1.5/5MG tablets 30S
INSTACLOP 75MG tablets 30S
GLYSIT 5MG tablets 28S
INSULIN GLARGINE(LANCTUS  PEN 3ML)100UNITS/ML
INSULIN LISPRO(HUMALOG KWIKPEN 3ML) 100UNITS/ML
LIQUID PARAFFIN 100ML
ONTEL AM 80/10MG tablets 30S
ENERGIZER AAA 3+1
FIRST AID BOX (WHITE) EMPTY.
BIOGRAS 10CM*10CM 10S
EBASTEL 10MG tablets 20S
REWALK PLUS tablets 10S
ENTEROMINT tablets 10S
HCQS 200MG tablets 30S
FRIDGE THERMOMETER(DIGITAL)
COOLER BOX 4.5LITRES
MYOCOR 325/250mg tablets 20S
JAMIESON MELATONIN/MAGNESIUM 5/150MG
SPIRONOLACTONE 25MG tablets 50S
IROVEL 150MG tablets 30S
METOZ 5MG tablets 30S
TAMSOLIN 0.4MG tabletsules 10s
EZECHOL 10MG tablets 28S
GLENTEL AMH 80 30S
ELYVATE CREAM 15G
MONTA PLUS Tablets 10s
FLUCAZ 200MG tablets 10S
MONTECHEST (MONTELUKAST 10MG/LEVOCETIRIZINE 5MG) tablets
RABIES VACCINE 0.5ml ( INDIRAB) 
LORHISTINA SYRUP 60ML
CLOZOLE CREAM 20G
AMLODAWA tablets 10MG 30S
LYRICA 25mg tabletsules 28S
DOMPERON suspensionENSION 30ML
NEOPEPTINE tablets 10S
NOGLUC tablets 5MG 112S
ONTEL 40 AM 30S
EMULSIFYING OINTMENT 
PACE MR tablets 10s
Mebendazole 100mg 6s
Rizaptan 10mg 4s
QUADRAGEL 15G
GLENCET 5MG tablets 30S
La Roche-Posay Effaclar Duo+M 40ML
La Roche-Posay Lipikar Baume Ap+M 200ML
La Roche-Posay Lipikar Syndet AP+ 200ml
 ANTHELIOS UVMUNE ANTI DARK SPOTS FLUID SPF50+ 50ML
La Roche-Posay Anthelios Baby Lotion spf50+ 50ml
TAMEPYN Tablets
NAPRIN  500MG
METRONIDAZOLE 200MG
EMPA Q 10mg tablets
NERVOPLEX Tablets 10S
EMANZEN FORTE 10MG 30S
