standardized_name
Indirab Rabies Vaccine 0.5ml 1 vial
Lorhistina Syrup 60ml
Clozole Cream 20 g
Amlodawa 10mg Tablets 30s
Lyrica 25mg Capsules 28s
Domperon Suspension 30ml
Neopeptine Tablets 10s
Nogluc 5mg Tablets 112s
Ontel 40 AM Tablets 30s
Emulsifying Ointment 500 g
Pace MR Tablets 10s
Mebendazole 100mg Tablets 6s
Rizaptan 10mg Tablets 4s
Quadragel Gel 15 g
Glencet 5mg Tablets 30s
La Roche-Posay Effaclar Duo+M 40ml
La Roche-Posay Lipikar Baume AP+M 200ml
La Roche-Posay Lipikar Syndet AP+ 200ml
La roche posay Anthelios UVmune Anti Dark Spots SPF50+
La Roche-Posay Anthelios Baby Lotion 50ml
Tamepyn Tablets 20s
Naprin 500mg Tablets 10s
Metronidazole 200mg Tablets 10s
Empa Q 10mg Tablets 30s
Nervoplex Tablets 10s
Emanzen Forte 10mg Tablets 30s
Sinemet Plus 25/100mg Tablets 100s
Keppra 250mg Tablets 50s
Glucowell-Met 50/500mg Tablets 30s
Vidaril M 50/1000mg Tablets 30s
Norash Cream 20 g
Epilim Chrono 300mg Tablets 30s
Medi-Keel Throat Lozenges 16s
Esomac 40mg Tablets 14s
Lactunat Syrup 100ml
Zinc In Castor Oil Ointment 100 g
Olbas Oil Children liquid 12ml
Izz-Three Azithromycin Suspension 30ml
La Roche-Posay Effaclar Foam Cleanser 200ml
Maternity Pads 10s
Dermazine Cream 250 g
Glyco HP Face Wash Gel 100 g
Tofen Syrup 100ml
P-Solon Prednisolone Eye Drops 1% 5ml
Jointfix Tablets 60s
Now Vitamin D3 1000 IU Capsules 180s
Natures Plus Collagen Peptide Tablets 120s
Quest Vitamin B12 Tablets 60s
Largan Promethazine Syrup 60ml
Gabica Capsules 75mg 35s
Histagram Suspension 100ml
Scotts Emulsion Orange 200ml
Duzella 30mg Tablets 30s
Lolita Gel 30 g
Olympian Knee Support Long Large
Sterile Cotton Balls 14 g
Primapore Dressing 25cm x 10cm 20s
First Aid Dressing No.7 1s
Thermal Blanket 1s
Vitamin K2 Tablets 30s
Mara Moja Tablets 100s
Volini Gel 30 g
Futsil Lotion 15ml
Primolut N 5mg Tablets 30s
Arbitel AM Tablets 30s
Rovista 20mg Tablets 30s
Nexito 20mg Tablets 30s
Terpynta 50mg Tablets 30s
Mixtard 30 Insulin 100 IU/ml Vial 10ml
Combivent 20 UDV Liquid 20s
Viridian Vitamin D3 & K2 90 Capsules
Ecofree 120mg Tablets 10s
Cost Plus Zinc & Castor Ointment 100 g
Fidemycin Ointment 15 g
Elymol 500mg Tablets 100s
Vomikind Suspension 50ml
Ventil Syrup 100ml
Betafen Plus Syrup 100ml
Telmi 40-H 40/12.5mg Tablets 28s
Telmed H 40/12.5mg Tablets 30s
Losartas 50mg Tablets 28s
Esome 20mg Capsules 14s
Lipitas 80mg Tablets 10s
Enapril 5mg Tablets 100s
Esopride 40mg Capsules 30s
D-Tam 0.4/0.5mg Tablets 30s
Micartel AMC 80mg Tablets 28s
Allugel Suspension 100ml
Sinemet 25/250mg Tablets 100s
Armsling 1s
Rostat EZ 20mg Tablets 30s
Spasmomen 40mg Tablets 30s
Lozart H 50/12.5mg Tablets 30s
Salorex Expectorant Syrup 100ml
Tuspel Plus Suspension 60ml
Dinac R Tablets 100s
Cefaz Suspension 60ml
Broxol Syrup 100ml
Fenplus Tablets 30s
Mefenamic Acid 500mg Tablets 100s
C-Drox Cefadroxil 500mg Capsules 10s
Trihistamin Syrup 100ml
Acestar 100mg Tablets 30s
Lobak Tablets 100s
Sabulin Syrup 100ml
Anomex Suppositories 5s
Steroderm Ointment 15 g
Becoactin Tablets 30s
Terbiswift Cream 15 g
Now B50 Vitamin B Complex Tablets 100s
Maxitrol Eye Ointment 3.5 g
Hitoral 200mg Tablets 100s
Naxacin Ointment 20 g
Levobact 500mg Tablets 10s
Spirolon 25mg Tablets 50s
Lipitas 80mg Tablets 30s
Surgical Spirit 50ml
Mecliz Forte Tablets 10s
Telmi AM 40/5mg Tablets 30s
NovoRapid FlexPen Insulin 3ml
Nitrile Gloves Blue Powder Free 100s
Glucomet XR 500mg Tablets 28s
Thigh High Compression Stockings Large
Panty Hose Compression Stockings Medium
Lulizol Cream 20 g
Nip Nap Baby Wipes 80s
Softcare Maxi Thick Sanitary Pads 8s
Molfix Baby Diapers Jumbo Pack 1s
Nip Nap Diaper High Count 1s
Molped Pure & Soft Long Sanitary 8s
Femella Regular Thick Pads 8s
Sunny Girl Sanitary Pads 10s
Molped Pure & Soft Ex-Long Sanitary 7s
Pampers Value Pack 1s
Nip Nap Diapers Jumbo 1s
Always Ultra Thin Pads Long 8s
Always Ultra Thin Pads Ex-Long 7s
Kotex Ultra Sanitary Pads Night 7s
Molped Pantyliner 16s
L-Carnitine 500mg Tablets 60s
Lactitoss 100mg Tablets 30s
Montral 5/10mg Tablets 10s
Flugone Expectorant Syrup 60ml
Drez V Gel 30 g
Ritri 5mg Tablets 30s
Gabanerve 300/500mg Tablets 10s
Metpure XL 50mg Tablets 30s
Solgar Gentle Iron Capsules 90s
Nosfree Saline Nasal Drops 15ml
Tanzol Albendazole 400mg Tablets 1s
Oncosil Cream 15 g
Amlosin 5mg Tablets 30s
Fuclear Terbinafine 250mg Tablets 30s
Futcare Corn Caps 5s
Pergalin 75mg Capsules 30s
Glucomet 850mg Tablets 56s
KN95 Single Packed Facemask 1s
Lasix 40mg Tablets 20s
Levoxin 500mg Tablets 10s
Siclofen MR 100/500mg Tablets 10s
Fybogel Sachets 30s
Flugone P Syrup 120ml
Flugone DM Syrup 120ml
Rinacet Cetirizine Syrup 60ml
Dawacort Cream 15 g
Dawahist Syrup 60ml
Electronic BP Machine RAK283
Sunshine Magnesium 400mg Tablets 100s
Rovista 10mg Tablets 30s
Prinal Pregabalin 150mg Tablets 30s
Glifempa-M 10/500mg Tablets 30s
Nilheat Gel 30 g
Rhizin Tablets 100s
Pitava 2mg Tablets 30s
Mirtaz 15mg Tablets 30s
Cilneed 20mg Tablets 30s
Epone 25mg Tablets 30s
Cordarone 200mg Tablets 30s
Glipmevia 50/1000mg Tablets 30s
Electrorush ORS powder 1s
Nebi 2.5mg Tablets 28s
Irovel 300mg Tablets 30s
Secnidazole 1 g Tablets 2s
Indomethacin 25mg Capsules 100s
Nosic Tablets 20s
Nilacid Suspension 200ml
Neuro-Forte Tablets 20s
Emitron Suspension 30ml
Ibumex Gel 20 g
Quitipin 100mg Tablets 30s
Quitipin 300mg Tablets 30s
Quitipin 50mg Tablets 30s
Deep Heat Rub 67 g
Aquasoft Soap 75 g
Melano CC Moisturizing Cream 20 g
Grabacin-3 Ointment 20 g
Lacoff Original Syrup 100ml
Oculast Eye Drops 5ml
Esome 40mg Tablets 14s
Furosemide 40mg Tablets 100s
Nitrofurantoin 100mg Tablets 100s
Rhizin Syrup 60ml
Emitoss 4mg Tablets 10s
Glucowell-Met 50/1000mg Tablets 28s
Natrixam 1.5/10mg Tablets 30s
Lofnac 100mg Suppositories 10s
Menzip 500mg tablets 20s
Flamox 500mg Capsules 20s
Duodart 0.5/0.4mg Tablets 30s
Dawa-CPM 4mg Tablets 100s
Lyrica 150mg Tablets 28s
Glentel CT 80mg Tablets 30s
Esomod 40mg Tablets 30s
Nebi 5mg Tablets 28s
Glysit Met 5/500mg Tablets 30s
Fansidar Tablets 3s
Mixtard Insulin FlexPen 3ml
Sylate 500mg Tablets 18s
Nebilet 50mg Tablets 28s
Glentel H 80mg Tablets 30s
Presartan H 50mg Tablets 28s
Telmi 80 H Tablets 28s
Rostat EZ 10mg Tablets 30s
Itacare 100mg Tablets 10s
Pace 100mg Tablets 10s
Formonide 400mcg Inhaler 120 doses
Isoryn Adult Nasal Drops 15ml
Karwin Capsules 20s
Metadol Fizz 525/37.5mg Tablets 8s
Risdone 2mg Tablets 50s
Ivadin 5mg Tablets 10s
Rozavel 10mg Tablets 30s
Ibugesic Suspension 100ml
Levipil 500mg Tablets 50s
Valvas 10/160mg Tablets 30s
Empa M 12.5/1000mg Tablets 14s
Yescort 6mg Tablets 30s
TX-MF Tablets 30s
Bosentan 62.5mg Tablets 10s
Neuroba 300mg Capsules 30s
Povidone Iodine 10% Solution 500ml
Zinc Oxide Plaster 10cm x 4yards 6s
Betadine Antiseptic Solution 500ml
Emefilm 4mg Strips 5s
Allucid Plus Mint 200ml
Gaviscon Suspension 200ml
Rubem Cream 25 g
Sara-D3 Vitamin D3 Drops 15ml
Blistex Med Plus Jar 7ml
Malanil Paediatric Tablets 12s
Candid Vaginal Gel 30 g
Nature Plus Berberine 750mg capsules 60s
Micardis Plain 80mg Tablets 28s
Co-Micardis 80/12.5mg Tablets 28s
Avamys Nasal Spray 120 doses
Zycet Nasal Spray 120 doses
Sucrafil O Gel 100ml
Olopat 0.1% Eye Drops  5ml
Mestinon 60mg Tablets 100s
Mestinon 60mg Tablets 20s
Lamictal 100mg Tablets 30s
PAN 40mg Tablets 30s
Emthex 2.5mg Tablets 100s
Git Plus 20/150mg Capsules 10s
Kofgon Cough Syrup 100ml
Cotricel Suspension 100ml
Spamclox Suspension 100ml
Gulair 10/5mg Tablets 30s
Metro 10mg Tablets 30s
Pharmadexgent Eye/Ear Drops 5ml
Dawapraz 20mg Capsules 100s
E-Zole Capsules 30s
Fastum Gel 20 g
La roche posay Anthelios Lotion Eco SPF50+ 250ml
Glucose Sachet 100 g 1s
Ontel 40mg Tablets 30s
Gastro Gel 100ml
Lactulin Suspension 100ml
Ifen 400mg Tablets 100s
Melostar 15mg Tablets 100s
Foracort 400 mcg Inhaler 120 doses
Piriclor 4mg Tablets 100s
Keppra 750mg Tablets 60s
Tegretol CR 200mg Tablets 50s
Tegretol 200mg Tablets 50s
Siesta 3mg Tablets 30s
Salazopyrin 500mg Tablets 100s
Nexito 10mg Tablets 30s
Lexotanil 3mg Tablets 30s
Lysoflam Gel 30 g
Kotex Ultra Duo Pads Night 16s
Esomed 40mg Tablets 30s
Hycin 10mg Tablets 100s
Promivit Multivitamin Syrup 100ml
Susten 400mg Tablets 30s
Esofast IT 40/150mg Tablets 30s
Gastrokid Sachets 10s
Tory 90mg Tablets 30s
First Aid Dressing No.8 1s
First Aid Dressing No.9 1s
Trogyl Suspension 100ml
Blue Metal Detectable Plasters 100s
Synolin Nasal Spray 20ml
Clavam Syrup 228mg 70ml
Mofilet-S 360mg Tablets 60s
Tynor Knee Cap Comfeel Pair Large
Tynor KNEE CAP COMFEEL PAIR MEDIUM
C-Vitan-Z Tablets 20s
Tynor Anklet Pair Medium
Tynor Anklet Comfeel Pair XL
Tynor Anklet Pair Large
Gauze Bandage Sterile 4 Inch 1s
Gauze Bandage Sterile 3 Inch 1s
ORS Sachets 500ml 1s
Metpure XL 25mg Tablets 30s
Surgical Spirit 70% 500ml
Povidone Iodine 10% Solution 100ml
Gauze Swabs Sterilized 4x4 100s
Telmi 40mg Tablets 28s
Telmi 80mg Tablets 28s
Toras-Denk 5mg Tablets 30s
USN Premium Whey Vanilla 908 g
USN Premium Whey Vanilla 454 g
USN Pure Micronized Creatine 410 g
USN Creatine Hydrochloride Tablets 100s
USN Creatine 4 In 1 Tablets 120s
USN Pure Micronized Creatine 200 g
Varinil 10mg Tablets 28s
Powergesic Gel 30 g
Neurontin 300mg Capsules 100s
Neurontin 100mg Capsules 100s
Gabix 100mg Capsules 10s
Zomep-ES 40mg Tablets 30s
Selsun Anti Dandruff Shampoo 50ml
Pritti Gel 20 g
Mamalait Granules 250 g
Cow & Gate NutriStart 400 g
Niacin B 5% Gel 50 g
Pitava 4mg Tablets 30s
Lipikar Syndet AP+ 400ml
Lipikar Surgras Cleansing Bar 150 g
Seven Seas Multivitamin Syrup 100ml
Cataflam 50mg Tablets 100s
Podosal Paint 1s
Plaster 15cm x 4yards 6s
Plaster 5cm x 4yards 6s
Povidone Iodine 10% Solution 500ml
Epimol B Baby & Junior Cream 400 g
Symbicort 160/4.5 Turbuhaler 120 doses
Vitamadol 100mg Capsules 30s
Kinesiology Tape 5cm x 5cm Roll
Surgical Masks 50s
Tynor Knee Cap Comfeel Pair XL
Anklet Pair Medium
Keppra 250mg Tablets 60s
Theoran Gel 20 g
Glifempa 10mg Tablets 30s
Micardis Plain 40mg Tablets 28s
Kofed Paediatric Syrup 100ml
Billerg 20mg Tablets 30s
D-Tam 0.4/0.5mg Tablets 30s
Atstat 10mg Tablets 30s
Panadol Advance Tablets 20s
Fast Kit Tablets 4s
Kojitin Ultra Emulgel 20mg
Uncover Essential Kit 1s
Uncover Green Tea Cleanser 30ml
Uncover Argan Moisturizer 100ml
Uncover Sheet Faced Kit 1s
Alzolam 0.5mg Tablets 30s
Vonac Gel 20 g
Uncover Aloe Sunscreen SPF 50+ 40ml
Contour Plus Strips 50s
Concerta 27mg Tablets 30s
Momate-F Cream 10 g
Cotton Wool 500 g
Surgical Blade No.23 100s
Energizer AA Batteries 8s
Energizer AAA Batteries 8s
Sterile Wound Dressing Large
Tourniquet With Lock 1s
Pedal Bin 30 Litres Black
Pedal Bin 30 Litres Red
Pedal Bin 30 Litres Yellow
Adrenaline 1mg/ml Injection 10s
Magnesium Sulphate 50% Ampoule
Trauma Shear Scissor 1s
Sterile Eye Pad 1s
Emergency Blanket 1s
Antiseptic Solution 100ml
Transparent Surgical Tape 1 Inch
Disposable Speculum Medium 1s
Handwash 500ml
Gauze Roll 90x90cm 1.5kg
Mayo Scissors Straight 6 Inch
Metoclopramide 10mg/2ml Injection 10s
Diazepam 10mg/2ml Injection 1s
IV Cannula G22 Blue 100s
Tramadol 100mg Injection 2ml 10s
Gentamycin 80mg/2ml Ampoules 10s
Needles G23 100s
Surgical Latex Gloves Sterile
Needle G21 100s
Syringes 10ml 100s
Dexamethasone 4mg/ml Injection 10s
Syringes 2ml 100s
Lignocaine 2% Injection 30ml
Sterile Water 10ml 1s
Syringes 5ml 100s
Tadifa 5mg Tablets 30s
Xatral LP Tablets 30s
Fenpro 200mg Tablets 100s
Pred 20mg Tablets 30s
Brannular G20 Pink 1s
Brannular G22 Blue 1s
Energizer AA Batteries 4s
PSV First Aid Kit 1s
Urine Container 1s
Urine Strips 10 Para 100s
Plastic Safety Pin 1s
Drip Stand 1s
Crestor 20mg Tablets 30s
Bedoic-EZ 180/10mg Tablets 30s
Duogood 75/75mg Tablets 30s
Voltfast 50mg Sachets 10s
Littmann Stethoscope Classic II
Revital Capsules 30s
Mupirocin 2% Ointment 15 g
Softcare Baby Wipes 80s
Rascals Diapers Size 3 44s
Rascals Diapers Size 1 54s
Hanan Baby Wet Wipes 80s
Aryuv Baby Wipes 80s
Rascals Baby Wipes 52s
Totio Baby Wipes 80s
Endosan Maternity Pads L 10s
Endosan Maternity Pads XL 10s
Luron Brightening Cream 50ml
Luron Facial Toner 210ml
Luron Spotfix 15ml
Luron Rose Water Toner 210ml
Luron Cocoa Glow Cream 50ml
Luron Vanishing Cream 50ml
Bio Oil 125ml
Vaseline Petroleum Jelly 95ml
Femfresh Feminine Wash 250ml
Dove Cream Soap 135 g
Dove Body Wash 500ml
Lux Body Wash 500ml
Nivea Deep Shower Gel 250ml
Lulyera Cream 20 g
Daily Flora Balance Capsules 30s
Rascals Diapers Size 4 36s
Bennets Nasal Spray with aspirator 30ml
Femiject Contraceptive Injection
Totomol Suspension 100ml
Izz-Three Suspension 15ml
La Roche Posay EFFACLAR ACNE ROUTINE KIT
Effaclar Serum 30ml
Mela B3 Serum 30ml
Anthelios Oil Control SPF50+ 50ml
Blemish Control Cleanser 236ml
Hydrating Cleanser 473ml

